"RelativePath","SizeBytes","ModifiedUtc","Category"
"DATA\browser\operator_results\instantly_coo_mode_live_1783193295348.json","19639","2026-07-04T19:28:16.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783193613443.json","19639","2026-07-04T19:33:34.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783193626520.json","19639","2026-07-04T19:33:48.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783193639698.json","19639","2026-07-04T19:34:00.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783193654023.json","19639","2026-07-04T19:34:16.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783193971210.json","19639","2026-07-04T19:39:32.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783193985985.json","19639","2026-07-04T19:39:46.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783194000514.json","19639","2026-07-04T19:40:02.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783194014118.json","19639","2026-07-04T19:40:16.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783194343100.json","19639","2026-07-04T19:45:44.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783194362474.json","19639","2026-07-04T19:46:04.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783194376498.json","19639","2026-07-04T19:46:18.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783194392641.json","19639","2026-07-04T19:46:34.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783194762332.json","19639","2026-07-04T19:52:44.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783194783180.json","19639","2026-07-04T19:53:04.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783194817335.json","19639","2026-07-04T19:53:38.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783194866880.json","19639","2026-07-04T19:54:28.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783195230026.json","19639","2026-07-04T20:00:32.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783195274890.json","19639","2026-07-04T20:01:16.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783195320429.json","19639","2026-07-04T20:02:02.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783195342841.json","19639","2026-07-04T20:02:24.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783195690133.json","19639","2026-07-04T20:08:12.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783195703141.json","19639","2026-07-04T20:08:24.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783195716300.json","19639","2026-07-04T20:08:38.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783196092878.json","19639","2026-07-04T20:14:54.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783196117006.json","19639","2026-07-04T20:15:18.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783196139338.json","19639","2026-07-04T20:15:40.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783196216392.json","19639","2026-07-04T20:16:58.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783196615137.json","19639","2026-07-04T20:23:36.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783196647196.json","19639","2026-07-04T20:24:08.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783196694984.json","19639","2026-07-04T20:24:56.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783196717870.json","19639","2026-07-04T20:25:18.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783197050190.json","19639","2026-07-04T20:30:52.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783197064003.json","19639","2026-07-04T20:31:06.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783197078307.json","19639","2026-07-04T20:31:20.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783197094149.json","19639","2026-07-04T20:31:36.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783197415732.json","19639","2026-07-04T20:36:56.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783197429469.json","19639","2026-07-04T20:37:10.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783197443930.json","19639","2026-07-04T20:37:24.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783197458949.json","19639","2026-07-04T20:37:42.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783197775445.json","19639","2026-07-04T20:42:56.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783197787753.json","19639","2026-07-04T20:43:08.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783197801526.json","19639","2026-07-04T20:43:22.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783197818859.json","19639","2026-07-04T20:43:40.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783198607412.json","19639","2026-07-04T20:56:48.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783198657551.json","19639","2026-07-04T20:57:38.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783198703755.json","19639","2026-07-04T20:58:24.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783198800266.json","19639","2026-07-04T21:00:02.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783199177667.json","19639","2026-07-04T21:06:18.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783199198701.json","19639","2026-07-04T21:06:40.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783199211932.json","19639","2026-07-04T21:06:52.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783199226030.json","19639","2026-07-04T21:07:08.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783199549814.json","19639","2026-07-04T21:12:30.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783199573131.json","19639","2026-07-04T21:12:54.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783199606736.json","19639","2026-07-04T21:13:28.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783199680242.json","19639","2026-07-04T21:14:42.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783200091607.json","19639","2026-07-04T21:21:32.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783200119517.json","19639","2026-07-04T21:22:00.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783200164813.json","19639","2026-07-04T21:22:46.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783200196952.json","19639","2026-07-04T21:23:18.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783200562728.json","19639","2026-07-04T21:29:24.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783200578845.json","19639","2026-07-04T21:29:40.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783200592696.json","19639","2026-07-04T21:29:54.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783200607593.json","19639","2026-07-04T21:30:08.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783200923782.json","19639","2026-07-04T21:35:24.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783200937492.json","19639","2026-07-04T21:35:38.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783200950431.json","19639","2026-07-04T21:35:52.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783200964159.json","19639","2026-07-04T21:36:06.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783201280698.json","19639","2026-07-04T21:41:22.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783201292776.json","19639","2026-07-04T21:41:34.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783201306152.json","19639","2026-07-04T21:41:48.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783201321207.json","19639","2026-07-04T21:42:02.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783201641538.json","19639","2026-07-04T21:47:22.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783201655065.json","19639","2026-07-04T21:47:36.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783201670268.json","19639","2026-07-04T21:47:52.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783201685877.json","19639","2026-07-04T21:48:06.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783202037498.json","19639","2026-07-04T21:53:58.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783202095599.json","19639","2026-07-04T21:54:58.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783202146028.json","19639","2026-07-04T21:55:48.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783202190983.json","19639","2026-07-04T21:56:32.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783202605679.json","19639","2026-07-04T22:03:26.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783202636205.json","19639","2026-07-04T22:03:58.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783202667866.json","19639","2026-07-04T22:04:28.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783202685446.json","19639","2026-07-04T22:04:46.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783203018597.json","19639","2026-07-04T22:10:20.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783203054518.json","19639","2026-07-04T22:10:56.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783203082060.json","19639","2026-07-04T22:11:24.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783203120207.json","19639","2026-07-04T22:12:02.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783203518260.json","19639","2026-07-04T22:18:40.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783203572983.json","19639","2026-07-04T22:19:34.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783203600374.json","19639","2026-07-04T22:20:02.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783203640419.json","19639","2026-07-04T22:20:42.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783203995171.json","19639","2026-07-04T22:26:36.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783204020484.json","19639","2026-07-04T22:27:02.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783204060959.json","19639","2026-07-04T22:27:42.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783204081426.json","19639","2026-07-04T22:28:02.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783204405226.json","19639","2026-07-04T22:33:26.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783204421725.json","19639","2026-07-04T22:33:42.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783204439542.json","19639","2026-07-04T22:34:00.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783204457866.json","19639","2026-07-04T22:34:18.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783204781165.json","19639","2026-07-04T22:39:42.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783204796092.json","19639","2026-07-04T22:39:58.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783204809901.json","19639","2026-07-04T22:40:10.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783204828527.json","19639","2026-07-04T22:40:30.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783205274299.json","19639","2026-07-04T22:47:56.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783205289118.json","19639","2026-07-04T22:48:10.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783205305991.json","19639","2026-07-04T22:48:28.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783205325824.json","19639","2026-07-04T22:48:46.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783205686093.json","19639","2026-07-04T22:54:48.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783205716760.json","19639","2026-07-04T22:55:18.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783205793738.json","19639","2026-07-04T22:56:34.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783206171526.json","19639","2026-07-04T23:02:52.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783206204215.json","19639","2026-07-04T23:03:26.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783206240330.json","19639","2026-07-04T23:04:02.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783206260119.json","19639","2026-07-04T23:04:22.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783206583363.json","19639","2026-07-04T23:09:44.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783206599995.json","19639","2026-07-04T23:10:00.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783206614926.json","19639","2026-07-04T23:10:16.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783206630640.json","19639","2026-07-04T23:10:32.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783207033976.json","19639","2026-07-04T23:17:14.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783207047657.json","19639","2026-07-04T23:17:28.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783207061965.json","19639","2026-07-04T23:17:42.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783207079948.json","19639","2026-07-04T23:18:00.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783207400549.json","19639","2026-07-04T23:23:22.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783207418458.json","19639","2026-07-04T23:23:40.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783207433444.json","19639","2026-07-04T23:23:54.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783207449658.json","19639","2026-07-04T23:24:10.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783207806558.json","19639","2026-07-04T23:30:08.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783207822939.json","19639","2026-07-04T23:30:24.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783207835221.json","19639","2026-07-04T23:30:36.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783207848744.json","19639","2026-07-04T23:30:50.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783208182853.json","19639","2026-07-04T23:36:24.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783208199866.json","19639","2026-07-04T23:36:40.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783208212928.json","19639","2026-07-04T23:36:54.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783208230831.json","19639","2026-07-04T23:37:12.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783208550704.json","19639","2026-07-04T23:42:32.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783208567208.json","19639","2026-07-04T23:42:48.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783208580540.json","19639","2026-07-04T23:43:02.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783208595626.json","19639","2026-07-04T23:43:16.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783208939059.json","19639","2026-07-04T23:49:00.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783208955654.json","19639","2026-07-04T23:49:16.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783208969568.json","19639","2026-07-04T23:49:30.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_coo_mode_live_1783208987811.json","19639","2026-07-04T23:49:48.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_error_1782949891134.json","362","2026-07-01T23:51:32.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_error_1783024571858.json","1684","2026-07-02T20:36:12.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_error_1783110800078.json","1739","2026-07-03T20:33:22.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_error_1783205764087.json","1754","2026-07-04T22:56:06.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_operator_1782941955394.json","447","2026-07-01T21:39:16.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_operator_final_1782943388376.json","299","2026-07-01T22:03:10.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_operator_final_1782943439720.json","299","2026-07-01T22:04:00.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_operator_final_1782943585072.json","318","2026-07-01T22:06:26.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_operator_v3_1782942367717.json","6270","2026-07-01T21:46:08.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_operator_v4_1782942499531.json","1703","2026-07-01T21:48:20.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_operator_v7_execution_1782942815834.json","1607","2026-07-01T21:53:36.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_operator_v7_fixed_1782943263191.json","292","2026-07-01T22:01:04.0000000Z","BusinessDomain"
"DATA\browser\operator_results\instantly_v2_1782942138950.json","485","2026-07-01T21:42:20.0000000Z","BusinessDomain"
"DATA\browser\sessions\instantly.json","37324","2026-07-04T23:49:48.0000000Z","BusinessDomain"
"DATA\browser\worker_results\instantly_worker_1782934465971.json","1642","2026-07-01T19:34:26.0000000Z","Worker"
"DATA\capability_builder\latest_approval_package.json","1443","2026-07-05T03:58:26.0000000Z","Governance"
"DATA\company_state\company_health.json","1107","2026-07-04T01:44:42.0000000Z","Observability"
"DATA\connector_status\connector_file_inventory_20260704_224224.csv","0","2026-07-05T02:42:28.0000000Z","Connector"
"DATA\digital_coo\briefs\marketing_executive_brief.json","692","2026-07-08T21:00:08.0000000Z","BusinessDomain"
"DATA\digital_coo\registries\marketing_work_queue.json","241","2026-07-08T21:00:08.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783395983281.json","13574","2026-07-07T03:46:24.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783395983306.json","13574","2026-07-07T03:46:24.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396043330.json","12260","2026-07-07T03:47:24.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396043345.json","12260","2026-07-07T03:47:24.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396043952.json","12260","2026-07-07T03:47:24.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396043970.json","12260","2026-07-07T03:47:24.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396164147.json","11528","2026-07-07T03:49:26.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396164162.json","11528","2026-07-07T03:49:26.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396239884.json","15386","2026-07-07T03:50:40.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396239907.json","15386","2026-07-07T03:50:40.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396283948.json","13565","2026-07-07T03:51:24.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396283964.json","13565","2026-07-07T03:51:24.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396326463.json","11775","2026-07-07T03:52:08.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396326477.json","11775","2026-07-07T03:52:08.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396356519.json","13304","2026-07-07T03:52:38.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396356533.json","13304","2026-07-07T03:52:38.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396402177.json","12408","2026-07-07T03:53:24.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396402196.json","12408","2026-07-07T03:53:24.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396446334.json","12165","2026-07-07T03:54:08.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783396446349.json","12165","2026-07-07T03:54:08.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437379625.json","10085","2026-07-07T15:16:20.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437379672.json","10085","2026-07-07T15:16:20.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437425629.json","10663","2026-07-07T15:17:06.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437425645.json","10663","2026-07-07T15:17:06.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437476662.json","11527","2026-07-07T15:17:58.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437476678.json","11527","2026-07-07T15:17:58.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437520643.json","10182","2026-07-07T15:18:42.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437520658.json","10182","2026-07-07T15:18:42.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437521191.json","10182","2026-07-07T15:18:42.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437521204.json","10182","2026-07-07T15:18:42.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437661550.json","12530","2026-07-07T15:21:02.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437661566.json","12530","2026-07-07T15:21:02.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437721324.json","13061","2026-07-07T15:22:02.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437721412.json","13061","2026-07-07T15:22:02.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437781286.json","12434","2026-07-07T15:23:02.0000000Z","BusinessDomain"
"DATA\engineering_improvements\proposals\proposal_1783437781301.json","12434","2026-07-07T15:23:02.0000000Z","BusinessDomain"
"DATA\executive\latest_executive_brief.json","1362","2026-07-10T18:42:30.0000000Z","BusinessDomain"
"DATA\executive\latest_executive_brief.md","721","2026-07-10T18:42:30.0000000Z","BusinessDomain"
"DATA\executive\latest_executive_state.json","2","2026-07-10T18:42:30.0000000Z","BusinessDomain"
"DATA\executive\latest_universal_health.json","1653","2026-07-10T18:42:30.0000000Z","Observability"
"DATA\executive\approval\approval_history.json","695","2026-07-01T19:23:42.0000000Z","Governance"
"DATA\executive\approval\approval_queue.json","4177","2026-07-02T00:05:58.0000000Z","Governance"
"DATA\executive_brain\executive_brain_decisions.json","44568","2026-07-04T01:44:42.0000000Z","Governance"
"DATA\executive_brain\executive_brain_report.md","499","2026-07-04T01:44:42.0000000Z","Observability"
"DATA\executive_brain\latest_executive_decision.json","10356","2026-07-04T01:44:42.0000000Z","Governance"
"DATA\executive_dashboard\dashboard_alerts.json","1155","2026-07-04T01:53:10.0000000Z","Observability"
"DATA\executive_dashboard\dashboard_summary.json","1087","2026-07-04T01:53:10.0000000Z","Observability"
"DATA\executive_dashboard\executive_dashboard_report.md","1825","2026-07-04T01:53:10.0000000Z","Observability"
"DATA\historical_baselines\baseline_universal_health_20260704_223513.json","1623","2026-07-05T02:35:02.0000000Z","Observability"
"DATA\instantly_live\instantly_live_report.md","367","2026-07-09T23:38:28.0000000Z","Observability"
"DATA\instantly_live\instantly_live_state.json","1981","2026-07-09T23:38:28.0000000Z","BusinessDomain"
"DATA\instantly_live\latest_health.json","1094","2026-07-09T23:25:26.0000000Z","Observability"
"DATA\instantly_live\latest_instantly_live_run.json","1981","2026-07-09T23:38:28.0000000Z","BusinessDomain"
"DATA\memory\decision_history.json","153","2026-07-01T18:10:16.0000000Z","Governance"
"DATA\memory\operational_memory.json","48022","2026-07-02T19:30:02.0000000Z","Intelligence"
"DATA\provider_controllers\provider_controller_health.json","1389","2026-07-04T02:24:00.0000000Z","Observability"
"DATA\repository\connector_registry.json","39347","2026-07-04T00:38:36.0000000Z","Connector"
"DATA\repository\repository_health.json","303","2026-07-04T00:38:36.0000000Z","Observability"
"DATA\repository\runtime_registry.json","21812","2026-07-04T00:38:36.0000000Z","Runtime"
"DATA\repository\worker_registry.json","14800","2026-07-04T00:38:36.0000000Z","Worker"
"DATA\runtime\atlas_runtime_report.json","3575","2026-07-10T18:42:00.0000000Z","Runtime"
"DATA\runtime\coo_runtime_health.json","1086","2026-07-04T01:44:48.0000000Z","Runtime"
"DATA\runtime\coo_runtime_health_history.json","3596","2026-07-04T01:44:48.0000000Z","Runtime"
"DATA\runtime\worker_registry.json","1385","2026-07-09T22:27:20.0000000Z","Worker"
"DATA\self_learning\latest_learning_state.json","3157","2026-07-04T02:00:02.0000000Z","Intelligence"
"DATA\self_learning\learning_history.json","4059","2026-07-04T02:00:02.0000000Z","Intelligence"
"DATA\self_learning\learning_recommendations.json","562","2026-07-04T02:00:02.0000000Z","Intelligence"
